Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,State,Product ID,Category,Sub-Category,Product Name,Sales,Tax,Profit
2146,US-2017-152051,25/06/2017,29/06/2017,标准,TS-21160,公司,四川省,FUR-CH-10002965,家具,椅子,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",422.058,33.76,94.27
2147,US-2017-152051,25/06/2017,29/06/2017,标准,TS-21160,公司,四川省,OFF-BI-10004781,办公用品,文件夹,GBC Wire Binding Strips,38.088,3.05,7.1
2148,US-2017-152051,25/06/2017,29/06/2017,标准,TS-21160,公司,四川省,OFF-ST-10001713,办公用品,储存设备,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",254.352,20.35,45.63
2149,CA-2015-141607,12/12/2015,17/12/2015,标准,WB-21850,个人,广东省,FUR-FU-10003975,家具,家具,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,43.31,3.46,10.22
2150,CA-2018-102771,31/03/2018,5/04/2018,标准,DO-13435,个人,江苏省,TEC-PH-10001536,电子产品,电话,Spigen Samsung Galaxy S5 Case Wallet,84.95,6.8,10.5
2151,US-2018-139969,19/11/2018,26/11/2018,标准,AF-10870,个人,山东省,FUR-CH-10001973,家具,椅子,Office Star Flex Back Scooter Chair with White Frame,233.058,18.64,48.14
2152,CA-2015-167360,24/11/2015,29/11/2015,二级,RB-19435,个人,贵州省,TEC-AC-10001772,电子产品,配件,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,111.79,8.94,14.31
2153,CA-2016-123505,22/11/2016,26/11/2016,标准,AR-10540,个人,福建省,OFF-PA-10002586,办公用品,纸张,Xerox 1970,14.94,1.2,2.32
2154,CA-2017-117282,14/07/2017,18/07/2017,标准,DR-12880,公司,江苏省,OFF-BI-10004094,办公用品,文件夹,GBC Standard Plastic Binding Systems Combs,14.16,1.13,2.5
2155,US-2017-120460,30/04/2017,5/05/2017,标准,BF-11170,家庭办公,山东省,FUR-FU-10004973,家具,家具,Flat Face Poster Frame,22.608,1.81,5.03
2156,CA-2017-111115,25/07/2017,27/07/2017,二级,LB-16735,个人,广东省,OFF-FA-10000624,办公用品,紧固件,OIC Binder Clips,21.48,1.72,4.07
2157,CA-2015-124646,22/06/2015,24/06/2015,一级,DV-13465,个人,甘肃省,OFF-ST-10001097,办公用品,储存设备,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,501.81,40.14,93.06
2158,CA-2015-124646,22/06/2015,24/06/2015,一级,DV-13465,个人,甘肃省,OFF-ST-10001469,办公用品,储存设备,Fellowes Bankers Box Recycled Super Stor/Drawer,161.94,12.96,26.85
2159,CA-2018-148166,21/10/2018,26/10/2018,标准,NK-18490,家庭办公,河南省,OFF-AR-10004956,办公用品,艺术品,Newell 33,17.856,1.43,3.13
2160,CA-2017-159737,3/09/2017,9/09/2017,标准,CS-11950,个人,河北省,OFF-BI-10004236,办公用品,文件夹,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",8.808,0.7,1.47
2161,CA-2017-141019,14/05/2017,14/05/2017,当日达,LH-17155,个人,湖南省,FUR-FU-10002937,家具,家具,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",79.384,6.35,18.3
2162,CA-2017-101938,7/01/2017,12/01/2017,标准,DW-13480,家庭办公,广东省,OFF-AR-10003696,办公用品,艺术品,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,34.58,2.77,6.38
2163,CA-2018-166296,13/03/2018,19/03/2018,标准,KF-16285,家庭办公,广东省,OFF-PA-10004359,办公用品,纸张,Multicolor Computer Printout Paper,314.55,25.16,60.5
2164,CA-2017-154018,13/10/2017,19/10/2017,标准,HA-14920,个人,山东省,TEC-AC-10002402,电子产品,配件,Razer Kraken PRO Over Ear PC and Music Headset,191.976,15.36,27.08
2165,CA-2017-154018,13/10/2017,19/10/2017,标准,HA-14920,个人,山东省,OFF-PA-10000551,办公用品,纸张,Array Memo Cubes,8.288,0.66,1.53
2166,CA-2017-154018,13/10/2017,19/10/2017,标准,HA-14920,个人,山东省,FUR-FU-10003394,家具,家具,"Tenex ""The Solids"" Textured Chair Mats",139.92,11.19,30.57
2167,CA-2017-154018,13/10/2017,19/10/2017,标准,HA-14920,个人,山东省,OFF-AR-10002067,办公用品,艺术品,Newell 334,15.872,1.27,2.4
2168,CA-2017-154018,13/10/2017,19/10/2017,标准,HA-14920,个人,山东省,OFF-BI-10004140,办公用品,文件夹,Avery Non-Stick Binders,6.286,0.5,1.22
2169,CA-2018-117870,27/01/2018,30/01/2018,二级,JH-15820,个人,湖南省,OFF-AR-10004078,办公用品,艺术品,Newell 312,14.016,1.12,2.36
2170,CA-2018-117870,27/01/2018,30/01/2018,二级,JH-15820,个人,湖南省,TEC-AC-10000927,电子产品,配件,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,71.976,5.76,7.86
2171,CA-2018-117870,27/01/2018,30/01/2018,二级,JH-15820,个人,湖南省,TEC-PH-10003931,电子产品,电话,JBL Micro Wireless Portable Bluetooth Speaker,107.982,8.64,12.37
2172,US-2018-137491,19/11/2018,25/11/2018,标准,LC-16930,公司,山东省,FUR-CH-10004675,家具,椅子,"Lifetime Advantage Folding Chairs, 4/Carton",305.312,24.42,75.39
2173,CA-2015-152296,1/08/2015,3/08/2015,一级,IL-15100,个人,广东省,OFF-BI-10004506,办公用品,文件夹,Wilson Jones data.warehouse D-Ring Binders with DublLock,19.752,1.58,3.53
2174,CA-2017-112025,30/07/2017,4/08/2017,标准,LS-16975,家庭办公,山东省,OFF-BI-10002353,办公用品,文件夹,GBC VeloBind Cover Sets,9.264,0.74,1.66
2175,CA-2016-132507,30/07/2016,3/08/2016,二级,CC-12610,公司,山东省,OFF-ST-10000943,办公用品,储存设备,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,61.792,4.94,11.58
2176,CA-2017-125738,15/10/2017,21/10/2017,标准,PB-18805,家庭办公,青海省,OFF-PA-10000740,办公用品,纸张,Xerox 1982,45.68,3.65,8.84
2177,CA-2017-125738,15/10/2017,21/10/2017,标准,PB-18805,家庭办公,青海省,OFF-PA-10003001,办公用品,纸张,Xerox 1986,60.12,4.81,11.52
2178,CA-2017-125738,15/10/2017,21/10/2017,标准,PB-18805,家庭办公,青海省,OFF-BI-10001628,办公用品,文件夹,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",41.72,3.34,7.97
2179,CA-2017-125738,15/10/2017,21/10/2017,标准,PB-18805,家庭办公,青海省,OFF-PA-10001509,办公用品,纸张,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",71.6,5.73,14.23
2180,CA-2017-128818,7/05/2017,11/05/2017,标准,CJ-12010,个人,江苏省,OFF-BI-10000309,办公用品,文件夹,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",85.232,6.82,15.33
2181,CA-2017-128818,7/05/2017,11/05/2017,标准,CJ-12010,个人,江苏省,OFF-LA-10003923,办公用品,标签,Alphabetical Labels for Top Tab Filing,44.4,3.55,8.66
2182,CA-2017-128818,7/05/2017,11/05/2017,标准,CJ-12010,个人,江苏省,FUR-CH-10002084,家具,椅子,Hon Mobius Operator's Chair,442.764,35.42,96.43
2183,CA-2017-128818,7/05/2017,11/05/2017,标准,CJ-12010,个人,江苏省,TEC-MA-10000488,电子产品,机器,Bady BDG101FRU Card Printer,3999.95,320,586.28
2184,CA-2017-128818,7/05/2017,11/05/2017,标准,CJ-12010,个人,江苏省,TEC-AC-10001767,电子产品,配件,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,199.95,16,21.77
2185,CA-2017-128818,7/05/2017,11/05/2017,标准,CJ-12010,个人,江苏省,FUR-FU-10001940,家具,家具,Staple-based wall hangings,63.68,5.09,13.53
2186,CA-2018-124576,1/08/2018,4/08/2018,二级,HK-14890,公司,广东省,OFF-BI-10002735,办公用品,文件夹,GBC Prestige Therm-A-Bind Covers,54.896,4.39,8.24
2187,CA-2017-101378,14/07/2017,14/07/2017,当日达,RH-19600,个人,新疆维吾尔自治区,TEC-AC-10002345,电子产品,配件,HP Standard 104 key PS/2 Keyboard,29,2.32,2.93
2188,CA-2018-143063,10/08/2018,15/08/2018,标准,IL-15100,个人,黑龙江省,OFF-EN-10003134,办公用品,信封,Staple envelope,70.08,5.61,12.9
2189,CA-2018-143063,10/08/2018,15/08/2018,标准,IL-15100,个人,黑龙江省,FUR-FU-10003708,家具,家具,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",121.3,9.7,26
2190,CA-2018-143063,10/08/2018,15/08/2018,标准,IL-15100,个人,黑龙江省,TEC-PH-10003645,电子产品,电话,Aastra 57i VoIP phone,1454.49,116.36,153.8
2191,CA-2017-118913,25/06/2017,29/06/2017,标准,AS-10240,个人,广东省,OFF-AP-10000692,办公用品,家电,Fellowes Mighty 8 Compact Surge Protector,60.81,4.86,10.18
2192,CA-2017-128412,10/12/2017,17/12/2017,标准,AP-10915,个人,江西省,OFF-BI-10001718,办公用品,文件夹,GBC DocuBind P50 Personal Binding Machine,153.552,12.28,23.94
2193,CA-2017-128412,10/12/2017,17/12/2017,标准,AP-10915,个人,江西省,OFF-AP-10002082,办公用品,家电,Holmes HEPA Air Purifier,65.34,5.23,10.14
2194,CA-2017-128412,10/12/2017,17/12/2017,标准,AP-10915,个人,江西省,OFF-PA-10001125,办公用品,纸张,Xerox 1988,123.92,9.91,19.03
2195,CA-2017-128412,10/12/2017,17/12/2017,标准,AP-10915,个人,江西省,OFF-AP-10000252,办公用品,家电,Harmony HEPA Quiet Air Purifiers,35.1,2.81,5.53
2196,CA-2017-128412,10/12/2017,17/12/2017,标准,AP-10915,个人,江西省,TEC-AC-10003038,电子产品,配件,Kingston Digital DataTraveler 16GB USB 2.0,44.75,3.58,6.44
2197,CA-2017-136483,1/12/2017,6/12/2017,标准,AG-10390,个人,陕西省,OFF-AR-10000940,办公用品,艺术品,Newell 343,4.704,0.38,0.9
2198,CA-2015-163013,28/11/2015,4/12/2015,标准,BF-11080,个人,新疆维吾尔自治区,OFF-AR-10001954,办公用品,艺术品,Newell 331,14.67,1.17,2.36
2199,CA-2016-135363,28/03/2016,2/04/2016,标准,CK-12205,个人,四川省,OFF-PA-10003177,办公用品,纸张,Xerox 1999,15.552,1.24,2.52
2200,CA-2016-135363,28/03/2016,2/04/2016,标准,CK-12205,个人,四川省,OFF-PA-10000533,办公用品,纸张,Southworth Parchment Paper & Envelopes,5.232,0.42,0.97
2201,US-2015-165659,1/06/2015,6/06/2015,标准,LT-17110,个人,北京市,FUR-FU-10001935,家具,家具,3M Hangers With Command Adhesive,22.2,1.78,5.16
2202,US-2015-165659,1/06/2015,6/06/2015,标准,LT-17110,个人,北京市,TEC-PH-10002563,电子产品,电话,Adtran 1202752G1,881.93,70.55,110.93
2203,CA-2016-138002,6/09/2016,12/09/2016,标准,BT-11305,家庭办公,江西省,OFF-BI-10002160,办公用品,文件夹,Acco Hanging Data Binders,6.096,0.49,0.99
2204,CA-2016-138002,6/09/2016,12/09/2016,标准,BT-11305,家庭办公,江西省,FUR-FU-10004748,家具,家具,"Howard Miller 16"" Diameter Gallery Wall Clock",191.82,15.35,40.97
2205,CA-2016-128860,29/06/2016,5/07/2016,标准,SC-20725,个人,四川省,FUR-FU-10001473,家具,家具,"Eldon Executive Woodline II Desk Accessories, Mahogany",20.104,1.61,4.95
2206,CA-2017-164350,10/09/2017,12/09/2017,二级,CG-12040,家庭办公,陕西省,OFF-AR-10000538,办公用品,艺术品,"Boston Model 1800 Electric Pencil Sharpener, Gray",67.56,5.4,12.47
2207,US-2015-103905,14/07/2015,20/07/2015,标准,AW-10930,家庭办公,河北省,OFF-BI-10001098,办公用品,文件夹,Acco D-Ring Binder w/DublLock,29.932,2.39,5.43
2208,US-2015-103905,14/07/2015,20/07/2015,标准,AW-10930,家庭办公,河北省,TEC-PH-10001552,电子产品,电话,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,38.272,3.06,4.2
2209,CA-2016-129854,22/08/2016,26/08/2016,标准,RB-19705,家庭办公,江苏省,OFF-AR-10000390,办公用品,艺术品,Newell Chalk Holder,16.52,1.32,2.66
2210,CA-2015-125556,14/11/2015,16/11/2015,二级,ML-17410,个人,宁夏回族自治区,TEC-PH-10001079,电子产品,电话,Polycom SoundPoint Pro SE-225 Corded phone,832.93,66.63,109.05
2211,CA-2015-125556,14/11/2015,16/11/2015,二级,ML-17410,个人,宁夏回族自治区,OFF-BI-10003460,办公用品,文件夹,Acco 3-Hole Punch,43.8,3.5,7.49
2212,CA-2017-162313,27/11/2017,30/11/2017,一级,VB-21745,公司,湖北省,OFF-AP-10003842,办公用品,家电,Euro-Pro Shark Turbo Vacuum,167.292,13.38,25.78
2213,CA-2018-107874,21/11/2018,25/11/2018,标准,SW-20275,个人,江苏省,FUR-FU-10003535,家具,家具,Howard Miller Distant Time Traveler Alarm Clock,27.42,2.19,6.24
2214,CA-2018-129378,1/10/2018,2/10/2018,一级,NS-18505,个人,广东省,OFF-BI-10002012,办公用品,文件夹,Wilson Jones Easy Flow II Sheet Lifters,1.44,0.12,0.29
2215,CA-2018-129378,1/10/2018,2/10/2018,一级,NS-18505,个人,广东省,OFF-BI-10001922,办公用品,文件夹,Storex Dura Pro Binders,61.776,4.94,11.02
2216,CA-2018-129378,1/10/2018,2/10/2018,一级,NS-18505,个人,广东省,OFF-AP-10000576,办公用品,家电,"Belkin 325VA UPS Surge Protector, 6'",241.96,19.36,46.11
2217,CA-2018-129378,1/10/2018,2/10/2018,一级,NS-18505,个人,广东省,FUR-CH-10000553,家具,椅子,"Metal Folding Chairs, Beige, 4/Carton",108.608,8.69,22.91
2218,CA-2015-151953,20/09/2015,25/09/2015,标准,DB-13555,公司,河南省,OFF-AR-10003469,办公用品,艺术品,Nontoxic Chalk,2.816,0.23,0.54
2219,CA-2018-130841,28/07/2018,1/08/2018,标准,MH-17620,公司,广东省,OFF-BI-10000145,办公用品,文件夹,Zipper Ring Binder Pockets,9.984,0.8,1.84
2220,CA-2018-130841,28/07/2018,1/08/2018,标准,MH-17620,公司,广东省,OFF-ST-10001580,办公用品,储存设备,Super Decoflex Portable Personal File,14.98,1.2,2.41
2221,CA-2018-130841,28/07/2018,1/08/2018,标准,MH-17620,公司,广东省,TEC-PH-10001817,电子产品,电话,Wilson Electronics DB Pro Signal Booster,1145.6,91.65,116.79
2222,CA-2016-131884,6/12/2016,6/12/2016,当日达,DK-13375,个人,湖南省,TEC-PH-10001578,电子产品,电话,Polycom SoundStation2 EX ConferenceÂ phone,485.94,38.88,53.74
2223,CA-2016-131884,6/12/2016,6/12/2016,当日达,DK-13375,个人,湖南省,OFF-AR-10004078,办公用品,艺术品,Newell 312,37.376,2.99,7.31
2224,CA-2016-131884,6/12/2016,6/12/2016,当日达,DK-13375,个人,湖南省,FUR-CH-10004860,家具,椅子,Global Low Back Tilter Chair,70.686,5.65,16.01
2225,CA-2018-121909,31/07/2018,5/08/2018,标准,EA-14035,公司,四川省,OFF-PA-10003790,办公用品,纸张,Xerox 1991,54.816,4.39,10.41
2226,CA-2017-106383,19/03/2017,21/03/2017,二级,BT-11440,个人,吉林省,FUR-BO-10002202,家具,书柜,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",72.294,5.78,15.87
2227,CA-2018-130771,29/07/2018,3/08/2018,标准,LA-16780,公司,山东省,OFF-FA-10003059,办公用品,紧固件,Assorted Color Push Pins,2.896,0.23,0.58
2228,CA-2018-130771,29/07/2018,3/08/2018,标准,LA-16780,公司,山东省,TEC-PH-10002496,电子产品,电话,Cisco SPA301,124.792,9.98,17.75
2229,CA-2017-139157,1/10/2017,5/10/2017,标准,GM-14680,个人,江苏省,FUR-TA-10003238,家具,桌子,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",330.588,26.45,81.78
2230,CA-2015-128055,31/03/2015,5/04/2015,标准,AA-10315,个人,广东省,OFF-BI-10004390,办公用品,文件夹,GBC DocuBind 200 Manual Binding Machine,673.568,53.89,111.35
2231,CA-2015-128055,31/03/2015,5/04/2015,标准,AA-10315,个人,广东省,OFF-AP-10002765,办公用品,家电,Fellowes Advanced Computer Series Surge Protectors,52.98,4.24,9.77
2232,CA-2018-157091,26/06/2018,1/07/2018,标准,DB-13405,个人,黑龙江省,FUR-FU-10000293,家具,家具,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,526.45,42.12,118.12
2233,CA-2018-132122,9/07/2018,14/07/2018,标准,JH-15820,个人,河北省,OFF-ST-10003692,办公用品,储存设备,Recycled Steel Personal File for Hanging File Folders,228.92,18.31,41.68
2234,CA-2016-123232,14/12/2016,16/12/2016,二级,DJ-13630,个人,天津市,TEC-PH-10001051,电子产品,电话,HTC One,319.968,25.6,45.89
2235,CA-2018-104066,5/12/2018,10/12/2018,标准,QJ-19255,公司,北京市,TEC-AC-10001013,电子产品,配件,Logitech ClearChat Comfort/USB Headset H390,205.03,16.4,27.5
2236,CA-2016-145849,15/09/2016,17/09/2016,二级,CT-11995,个人,黑龙江省,OFF-ST-10000025,办公用品,储存设备,Fellowes Stor/Drawer Steel Plus Storage Drawers,190.86,15.27,31.67
2237,CA-2016-145849,15/09/2016,17/09/2016,二级,CT-11995,个人,黑龙江省,OFF-AR-10000817,办公用品,艺术品,Manco Dry-Lighter Erasable Highlighter,24.32,1.95,4.67
2238,CA-2017-122322,15/07/2017,21/07/2017,标准,RH-19510,家庭办公,青海省,OFF-SU-10000952,办公用品,供应品,Fiskars Home & Office Scissors,44.4,3.55,6.68
2239,CA-2018-166849,20/04/2018,26/04/2018,标准,SJ-20125,家庭办公,河北省,FUR-FU-10004597,家具,家具,Eldon Cleatmat Chair Mats for Medium Pile Carpets,44.4,3.55,10.9
2240,CA-2017-146633,15/11/2017,17/11/2017,二级,TG-21310,个人,广东省,OFF-BI-10003527,办公用品,文件夹,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1016.792,81.34,165.41
2241,CA-2017-146633,15/11/2017,17/11/2017,二级,TG-21310,个人,广东省,OFF-BI-10002982,办公用品,文件夹,Avery Self-Adhesive Photo Pockets for Polaroid Photos,38.136,3.05,7.5
2242,US-2017-126893,26/11/2017,1/12/2017,标准,CT-11995,个人,四川省,TEC-PH-10004165,电子产品,电话,Mitel MiVoice 5330e IP Phone,494.982,39.6,61.81
2243,CA-2018-103380,21/11/2018,25/11/2018,标准,BF-11005,家庭办公,广东省,OFF-ST-10003442,办公用品,储存设备,Eldon Portable Mobile Manager,56.56,4.52,10.78
2244,CA-2018-103380,21/11/2018,25/11/2018,标准,BF-11005,家庭办公,广东省,OFF-AR-10003856,办公用品,艺术品,Newell 344,5.56,0.44,0.93
2245,CA-2018-103380,21/11/2018,25/11/2018,标准,BF-11005,家庭办公,广东省,OFF-FA-10004248,办公用品,紧固件,Advantus T-Pin Paper Clips,9.02,0.72,1.49
2246,CA-2018-103380,21/11/2018,25/11/2018,标准,BF-11005,家庭办公,广东省,OFF-AP-10001492,办公用品,家电,"Acco Six-Outlet Power Strip, 4' Cord Length",8.62,0.69,1.65
2247,CA-2018-103380,21/11/2018,25/11/2018,标准,BF-11005,家庭办公,广东省,TEC-PH-10004165,电子产品,电话,Mitel MiVoice 5330e IP Phone,659.976,52.8,79.77
2248,CA-2016-116092,15/02/2016,18/02/2016,二级,JM-16195,个人,广东省,OFF-PA-10004285,办公用品,纸张,Xerox 1959,13.36,1.07,2.41
2249,CA-2016-116092,15/02/2016,18/02/2016,二级,JM-16195,个人,广东省,OFF-BI-10001628,办公用品,文件夹,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",41.72,3.34,6.82
2250,CA-2016-116092,15/02/2016,18/02/2016,二级,JM-16195,个人,广东省,OFF-BI-10000546,办公用品,文件夹,Avery Durable Binders,11.52,0.92,1.91
2251,CA-2016-116092,15/02/2016,18/02/2016,二级,JM-16195,个人,广东省,OFF-AP-10001391,办公用品,家电,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,541.44,43.32,87.42
2252,CA-2016-116092,15/02/2016,18/02/2016,二级,JM-16195,个人,广东省,OFF-PA-10000477,办公用品,纸张,Xerox 22,19.44,1.56,3.43
2253,CA-2017-117849,15/04/2017,17/04/2017,二级,JK-16120,家庭办公,广东省,OFF-PA-10004327,办公用品,纸张,Xerox 1911,143.7,11.5,25.49
2254,CA-2016-169201,28/09/2016,1/10/2016,一级,HG-14965,公司,广东省,OFF-AP-10000696,办公用品,家电,Holmes Odor Grabber,43.26,3.46,8.65
2255,CA-2016-169201,28/09/2016,1/10/2016,一级,HG-14965,公司,广东省,OFF-AP-10002082,办公用品,家电,Holmes HEPA Air Purifier,43.56,3.48,8.42
2256,CA-2017-164091,17/09/2017,22/09/2017,标准,LA-16780,公司,北京市,TEC-PH-10001944,电子产品,电话,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,437.85,35.03,44.64
2257,CA-2017-164091,17/09/2017,22/09/2017,标准,LA-16780,公司,北京市,FUR-FU-10004952,家具,家具,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",109.48,8.76,23.86
2258,CA-2018-105214,16/06/2018,19/06/2018,一级,TS-21610,个人,广东省,FUR-CH-10000015,家具,椅子,Hon Multipurpose Stacking Arm Chairs,1212.96,97.04,284.37
2259,CA-2018-105214,16/06/2018,19/06/2018,一级,TS-21610,个人,广东省,OFF-PA-10001776,办公用品,纸张,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",18.54,1.48,3.09
2260,CA-2016-117611,8/11/2016,10/11/2016,二级,MZ-17335,家庭办公,广东省,OFF-FA-10002280,办公用品,紧固件,Advantus Plastic Paper Clips,5,0.4,0.83
2261,CA-2016-117611,8/11/2016,10/11/2016,二级,MZ-17335,家庭办公,广东省,TEC-AC-10002049,电子产品,配件,Logitech G19 Programmable Gaming Keyboard,371.97,29.76,53.1
2262,US-2016-137960,18/12/2016,18/12/2016,当日达,MW-18220,个人,江苏省,TEC-AC-10002253,电子产品,配件,Imation Bio 8GB USBÂ Flash Drive ImationÂ Corp,166.24,13.3,18.29
2263,CA-2018-122994,6/02/2018,9/02/2018,一级,MV-17485,个人,云南省,FUR-BO-10004015,家具,书柜,"Bush Andora Bookcase, Maple/Graphite Gray Finish",359.97,28.8,84.59
2264,CA-2017-131065,14/11/2017,16/11/2017,二级,AA-10375,个人,浙江省,TEC-AC-10004145,电子产品,配件,Logitech diNovo Edge Keyboard,499.98,40,60.38
2265,CA-2017-131065,14/11/2017,16/11/2017,二级,AA-10375,个人,浙江省,OFF-PA-10002479,办公用品,纸张,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),5.28,0.42,0.81
2266,CA-2017-131065,14/11/2017,16/11/2017,二级,AA-10375,个人,浙江省,OFF-BI-10004970,办公用品,文件夹,"ACCOHIDE 3-Ring Binder, Blue, 1""",8.26,0.66,1.5
2267,CA-2018-149146,12/10/2018,12/10/2018,当日达,SM-20320,家庭办公,安徽省,OFF-PA-10003919,办公用品,纸张,Xerox 1989,7.968,0.64,1.43
2268,CA-2018-137470,17/09/2018,17/09/2018,当日达,TP-21415,个人,江西省,OFF-PA-10002001,办公用品,纸张,Xerox 1984,12.96,1.04,2.32
2269,CA-2018-105480,20/12/2018,26/12/2018,标准,DK-13225,公司,江苏省,OFF-PA-10002787,办公用品,纸张,Xerox 227,6.48,0.52,1.22
2270,CA-2018-105480,20/12/2018,26/12/2018,标准,DK-13225,公司,江苏省,OFF-BI-10003291,办公用品,文件夹,Wilson Jones Leather-Like Binders with DublLock Round Rings,6.984,0.56,1.26
2271,CA-2018-164917,2/12/2018,7/12/2018,标准,MK-17905,公司,河南省,OFF-AR-10004344,办公用品,艺术品,Bulldog Vacuum Base Pencil Sharpener,47.96,3.84,8.24
2272,CA-2016-102036,21/09/2016,27/09/2016,标准,CS-12130,个人,江西省,OFF-ST-10003123,办公用品,储存设备,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,199.74,15.98,36.73
2273,CA-2016-142944,6/03/2016,11/03/2016,标准,JL-15850,个人,广东省,FUR-FU-10000308,家具,家具,Deflect-o Glass Clear Studded Chair Mats,435.26,34.82,94.16
2274,CA-2016-142944,6/03/2016,11/03/2016,标准,JL-15850,个人,广东省,TEC-CO-10003763,电子产品,复印机,Canon PC1060 Personal Laser Copier,1119.984,89.6,120.22
2275,CA-2015-157882,3/10/2015,8/10/2015,二级,AR-10405,公司,广东省,FUR-TA-10001866,家具,桌子,Bevis Round Conference Room Tables and Bases,143.432,11.47,35.19
2276,CA-2015-157882,3/10/2015,8/10/2015,二级,AR-10405,公司,广东省,FUR-CH-10002774,家具,椅子,"Global Deluxe Stacking Chair, Gray",122.352,9.79,29.45
2277,CA-2015-104283,27/06/2015,1/07/2015,标准,LM-17065,个人,北京市,OFF-ST-10004337,办公用品,储存设备,"SAFCO Commercial Wire Shelving, 72h",306.2,24.5,58.34
2278,CA-2015-104283,27/06/2015,1/07/2015,标准,LM-17065,个人,北京市,FUR-TA-10001039,家具,桌子,KI Adjustable-Height Table,85.98,6.88,18.04
2279,CA-2015-104283,27/06/2015,1/07/2015,标准,LM-17065,个人,北京市,TEC-AC-10000109,电子产品,配件,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,223.96,17.92,30.24
2280,CA-2018-142622,30/10/2018,2/11/2018,一级,JK-15625,个人,江西省,FUR-CH-10003833,家具,椅子,Novimex Fabric Task Chair,97.568,7.81,20.74
2281,CA-2018-142622,30/10/2018,2/11/2018,一级,JK-15625,个人,江西省,FUR-CH-10004289,家具,椅子,Global Super Steno Chair,614.272,49.14,151.23
2282,CA-2018-142622,30/10/2018,2/11/2018,一级,JK-15625,个人,江西省,FUR-BO-10004467,家具,书柜,Bestar Classic Bookcase,199.98,16,47.99
2283,CA-2017-132143,3/09/2017,5/09/2017,一级,FM-14215,公司,宁夏回族自治区,OFF-PA-10002713,办公用品,纸张,"Adams Phone Message Book, 200 Message Capacity, 8 1/16â€ x 11â€",48.16,3.85,8.48
2284,CA-2016-153108,5/03/2016,9/03/2016,标准,SF-20200,个人,黑龙江省,TEC-PH-10001552,电子产品,电话,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,23.92,1.91,2.78
2285,CA-2016-153108,5/03/2016,9/03/2016,标准,SF-20200,个人,黑龙江省,OFF-AP-10002222,办公用品,家电,Staple holder,60.69,4.86,10.1
2286,CA-2017-112676,5/05/2017,8/05/2017,一级,PJ-18835,公司,陕西省,OFF-PA-10003971,办公用品,纸张,Xerox 1965,14.352,1.15,2.56
2287,CA-2018-165687,17/11/2018,23/11/2018,标准,CS-12355,个人,云南省,OFF-AP-10004036,办公用品,家电,Bionaire 99.97% HEPA Air Cleaner,35.04,2.8,6.29
2288,US-2018-112928,1/06/2018,5/06/2018,二级,BB-10990,公司,湖南省,OFF-AP-10002287,办公用品,家电,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",17.48,1.4,3.02
2289,CA-2018-143343,10/06/2018,13/06/2018,一级,BW-11200,个人,广东省,OFF-AR-10002375,办公用品,艺术品,Newell 351,16.4,1.31,3.03
2290,CA-2018-115154,8/01/2018,11/01/2018,一级,RS-19420,公司,江西省,FUR-TA-10001950,家具,桌子,Balt Solid Wood Round Tables,892.98,71.44,193.15
